customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST13380,Male,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.31,444.9,No
CUST13381,Female,0,No,No,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,83.07,1852.19,No
CUST13382,Female,1,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.88,94.18,No
CUST13383,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,81.2,232.15,No
CUST13384,Female,1,No,No,43,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,44.09,1891.62,No
CUST13385,Male,1,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,93.08,907.24,No
CUST13386,Female,0,No,Yes,0,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),46.36,46.08,No
CUST13387,Female,0,No,Yes,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,69.12,407.58,Yes
CUST13388,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.12,137.77,No
CUST13389,Male,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.37,381.54,Yes
CUST13390,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,79.11,2188.84,No
CUST13391,Female,0,No,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,232.56,No
CUST13392,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),81.14,318.53,No
CUST13393,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,84.16,81.56,No
CUST13394,Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.25,155.14,No
CUST13395,Male,1,No,No,32,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,88.26,2820.18,No
CUST13396,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,74.82,738.24,Yes
CUST13397,Male,1,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.81,94.99,No
CUST13398,Male,0,Yes,No,0,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),64.5,62.16,Yes
CUST13399,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.14,271.78,No
CUST13400,Male,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),71.14,1571.74,No
CUST13401,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,77.15,297.28,Yes
CUST13402,Male,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),85.73,1226.31,No
CUST13403,Male,0,No,No,10,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,60.22,590.62,No
CUST13404,Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.75,529.66,No
CUST13405,Male,0,No,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,83.1,3115.37,Yes
CUST13406,Female,0,Yes,No,7,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.59,407.31,No
CUST13407,Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.53,988.81,No
CUST13408,Female,0,No,Yes,24,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.71,1950.46,No
CUST13409,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.84,26.48,Yes
CUST13410,Male,1,Yes,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,554.56,No
CUST13411,Female,1,No,Yes,13,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),53.11,661.34,No
CUST13412,Male,1,No,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.25,4561.36,No
CUST13413,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,89.25,608.18,No
CUST13414,Male,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.49,375.51,No
CUST13415,Female,0,No,No,62,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.34,4115.21,No
CUST13416,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,106.37,No
CUST13417,Male,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),80.51,930.87,No
CUST13418,Female,0,Yes,No,27,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,60.69,1574.94,No
CUST13419,Male,0,No,Yes,23,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),51.55,1151.55,No
CUST13420,Male,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.14,2806.63,No
CUST13421,Male,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,242.13,No
CUST13422,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,90.99,633.01,Yes
CUST13423,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,261.11,No
CUST13424,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.66,672.68,Yes
CUST13425,Female,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,57.21,166.81,No
CUST13426,Female,1,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,278.79,No
CUST13427,Female,0,Yes,Yes,0,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,76.82,76.24,No
CUST13428,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),69.18,66.49,No
CUST13429,Female,1,Yes,No,1,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.61,57.81,Yes
CUST13430,Male,0,No,No,22,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),55.55,1175.65,No
CUST13431,Male,0,No,Yes,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,84.37,802.22,No
CUST13432,Male,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.89,251.39,No
CUST13433,Male,0,Yes,No,8,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,57.4,451.56,No
CUST13434,Female,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,87.12,No
CUST13435,Male,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,99.96,798.34,Yes
CUST13436,Female,0,No,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,78.15,298.21,No
CUST13437,Male,0,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,379.82,No
CUST13438,Female,1,Yes,No,2,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Mailed check,60.1,115.99,No
CUST13439,Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,242.28,Yes
CUST13440,Female,0,Yes,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,207.73,No
CUST13441,Female,1,No,No,7,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.43,331.62,No
CUST13442,Female,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),99.53,194.54,Yes
CUST13443,Female,0,No,No,24,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.68,1199.48,No
CUST13444,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.4,1332.11,No
CUST13445,Female,0,No,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.54,2408.37,No
CUST13446,Male,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.11,116.47,No
CUST13447,Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),76.04,2276.31,No
CUST13448,Male,0,No,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.65,391.21,No
CUST13449,Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,81.11,158.4,Yes
CUST13450,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),82.17,158.81,No
CUST13451,Male,1,No,Yes,4,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.59,255.4,No
CUST13452,Female,0,Yes,No,22,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,53.97,1157.72,No
CUST13453,Female,1,No,Yes,5,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,68.6,326.95,No
CUST13454,Female,0,No,No,18,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),56.89,987.85,No
CUST13455,Male,0,Yes,No,5,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,53.88,268.83,No
CUST13456,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),73.1,642.35,No
CUST13457,Male,0,No,Yes,44,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,61.54,2684.29,No
CUST13458,Female,0,Yes,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.22,302.56,No
CUST13459,Female,0,Yes,No,18,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,58.43,1042.0,No
CUST13460,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,87.89,348.15,No
CUST13461,Female,0,No,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,79.56,153.27,No
CUST13462,Female,1,No,Yes,10,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.64,487.36,No
CUST13463,Male,0,No,No,38,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),62.41,2294.11,No
CUST13464,Female,0,Yes,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.19,272.48,No
CUST13465,Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.03,1672.92,No
CUST13466,Male,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,723.54,Yes
CUST13467,Male,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,931.37,No
CUST13468,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,62.43,4439.64,No
CUST13469,Male,0,No,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,486.82,No
CUST13470,Male,1,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,77.5,77.17,No
CUST13471,Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,74.38,2936.94,No
CUST13472,Male,1,No,Yes,43,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,51.6,2209.39,No
CUST13473,Female,0,No,No,16,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,52.05,802.8,No
CUST13474,Female,0,No,No,1,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,80.08,79.31,Yes
CUST13475,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,207.92,No
CUST13476,Female,0,Yes,No,4,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,62.4,249.35,No
CUST13477,Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.1,810.62,No
CUST13478,Male,0,No,Yes,25,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,41.49,993.56,No
CUST13479,Male,0,Yes,No,22,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),54.13,1166.99,No
CUST13480,Male,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.37,703.82,No
CUST13481,Male,1,Yes,No,12,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.66,678.57,Yes
CUST13482,Female,0,Yes,Yes,14,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),58.72,812.59,No
CUST13483,Male,1,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22.59,1163.14,No
CUST13484,Male,0,Yes,No,19,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),80.84,1509.22,No
CUST13485,Male,1,No,No,27,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),60.71,1600.63,No
CUST13486,Female,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,100.46,2089.21,No
CUST13487,Female,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),67.62,1289.15,No
CUST13488,Male,0,No,No,48,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),76.1,3528.45,Yes
CUST13489,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.96,729.11,No
CUST13490,Male,0,Yes,No,11,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,88.57,955.73,No
CUST13491,Male,0,No,No,9,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),56.75,503.08,No
CUST13492,Female,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,478.95,No
CUST13493,Female,0,No,No,40,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,39.94,1564.61,No
CUST13494,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,139.59,No
CUST13495,Male,0,Yes,No,3,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,60.32,179.02,No
CUST13496,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.03,242.39,No
CUST13497,Male,1,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,1266.68,No
CUST13498,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),76.0,300.0,No
CUST13499,Male,0,No,Yes,12,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,80.56,950.94,No
CUST13500,Female,1,Yes,Yes,6,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),82.15,482.02,No
CUST13501,Male,0,No,No,51,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,84.93,4212.03,No
CUST13502,Male,0,No,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,75.63,1193.22,Yes
CUST13503,Female,0,Yes,No,17,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,82.34,1389.31,No
CUST13504,Male,0,Yes,No,0,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,72.83,70.43,Yes
CUST13505,Male,0,Yes,No,21,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),54.85,1148.1,No
CUST13506,Female,0,Yes,Yes,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),64.47,448.18,No
CUST13507,Male,0,Yes,Yes,14,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),82.81,1128.06,No
CUST13508,Male,0,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,91.72,1308.75,No
CUST13509,Male,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,305.14,No
CUST13510,Female,1,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,86.55,2863.17,No
CUST13511,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,95.37,651.77,No
CUST13512,Female,1,No,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.62,374.27,Yes
CUST13513,Male,1,No,Yes,31,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,68.29,2034.05,No
CUST13514,Male,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.75,545.86,No
CUST13515,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.74,349.41,Yes
CUST13516,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,17.39,Yes
CUST13517,Female,1,No,Yes,21,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,49.05,1010.63,No
CUST13518,Male,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,90.46,264.3,No
CUST13519,Male,1,No,No,62,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,91.23,5415.05,No
CUST13520,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.36,1587.48,No
CUST13521,Female,0,No,Yes,37,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,73.96,2650.12,No
CUST13522,Male,0,Yes,No,32,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,62.1,1919.85,No
CUST13523,Male,0,No,Yes,16,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,54.88,874.72,No
CUST13524,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.16,698.61,No
CUST13525,Male,0,Yes,Yes,13,No,No phone service,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,51.24,633.3,No
CUST13526,Male,0,No,No,32,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),56.64,1756.21,Yes
CUST13527,Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.84,492.1,No
CUST13528,Male,1,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,81.33,309.5,No
CUST13529,Male,1,No,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.39,381.89,No
CUST13530,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,74.46,715.78,No
CUST13531,Male,0,Yes,No,1,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.98,83.76,No
CUST13532,Male,0,No,Yes,9,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,51.46,450.54,No
CUST13533,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.62,122.4,Yes
CUST13534,Male,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.38,3374.3,No
CUST13535,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,73.94,142.27,No
CUST13536,Male,0,Yes,Yes,8,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),49.41,381.24,No
CUST13537,Male,1,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.44,1694.79,No
CUST13538,Female,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,804.24,No
CUST13539,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,81.66,639.27,No
CUST13540,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,321.96,Yes
CUST13541,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.42,756.62,No
CUST13542,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.38,332.85,No
CUST13543,Female,0,Yes,No,7,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,54.58,379.27,No
CUST13544,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.32,1516.44,No
CUST13545,Male,1,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,437.39,No
CUST13546,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),85.73,749.07,No
CUST13547,Female,1,No,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.55,271.12,No
CUST13548,Male,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.72,67.29,No
CUST13549,Male,1,No,No,33,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),44.59,1407.02,No
CUST13550,Male,0,No,No,21,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),61.03,1263.39,No
CUST13551,Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),68.42,1731.05,No
CUST13552,Female,0,Yes,No,13,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),48.39,606.07,No
CUST13553,Male,0,Yes,No,12,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.26,763.74,No
CUST13554,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,85.59,333.79,No
CUST13555,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,67.71,201.06,No
CUST13556,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,85.05,245.73,No
CUST13557,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.96,1354.35,No
CUST13558,Male,1,No,Yes,34,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,46.6,1514.89,Yes
CUST13559,Male,0,Yes,Yes,19,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,50.03,950.4,No
CUST13560,Female,0,No,No,4,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,64.62,255.31,No
